Processo;Cidade;Estado;Tipo;Endereço;Avaliação;% Leilão;Data Início;Data Fim;Arremate;ITBI (3%);Cartório (5%);Leiloeiro (5%);Honorários (5%);Custos;Lucro;ROI;Score;Status
1500567-45.2025.8.26.0530;Dumont;SP;Sucata de Motocicleta;Pátio MTY conveniado da Polícia Civil, Dumont/SP;R$ 300,00;80%;31/03/2026;04/05/2026;R$ 240,00;R$ 7,20;R$ 12,00;R$ 12,00;R$ 12,00;R$ 283,20;R$ 16,80;5,93%;30;VERMELHO
0002964-68.2011.8.26.0102;Cachoeira Paulista;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
1508825-63.2024.8.26.0050;São Paulo;SP;Telefone Celular;N/A;R$ 0,00;0%;01/07/2026;01/07/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
1523675-10.2023.8.26.0228;São Paulo;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1502260-68.2023.8.26.0616;Mogi das Cruzes;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1041702-60.2024.8.26.0100;São Paulo;SP;N/D;N/D;R$ 0,00;50%;02/04/2026;06/04/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO
1510846-02.2020.8.26.0228;São Paulo;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1503441-87.2022.8.26.0536;Praia Grande;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
0019291-45.2014.8.26.0050;São Paulo;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
0000709-26.2026.8.26.0066;Barretos;SP;Não especificado;Avenida 45, nº 05, Celina, CEP 14780-750, Barretos - SP;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
1508907-11.2025.8.26.0228;São Paulo;SP;N/A;N/A;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
1500468-96.2020.8.26.0224;São Paulo;SP;N/D;N/D;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1500468-96.2020.8.26.0224;São Paulo;SP;N/D;N/D;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1038927-25.2023.8.26.0224;Guarulhos;SP;N/D;N/D;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1049978-83.2019.8.26.0576;São José do Rio Preto;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
0000204-53.2026.8.26.0448;Guarulhos;SP;Motocicleta;N/D;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO
0000253-94.2026.8.26.0448;São Paulo;SP;Veículo;FIAT/UNO MILLE FIRE FLEX, placa DUH5696, chassi 9BD15802764860497, cor CINZA;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;25;VERMELHO
0000252-12.2026.8.26.0448;Guarulhos;SP;Veículo;Não informado;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO
0000273-85.2026.8.26.0448;Guarulhos;SP;Veículo;N/A;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;25;VERMELHO
0024323-08.2025.8.26.0224;Guarulhos;SP;Veículo;GM/VECTRA GLS, Placas CLE9329, Ano 1997/1998;R$ 0,00;0%;14/05/2026;14/05/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO
0024323-08.2025.8.26.0224;Guarulhos;SP;Veículo;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;60;AMARELO
0024491-10.2025.8.26.0224;Guarulhos;SP;Veículo;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;20;VERMELHO
0024047-74.2025.8.26.0224;Guarulhos;SP;Veículo;Não se aplica;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
0024955-34.2025.8.26.0224;Guarulhos;SP;Veículo;Não aplicável;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
0023634-61.2025.8.26.0224;Guarulhos;SP;Veículo;N/A;R$ 0,00;0%;N/A;N/A;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;40;VERMELHO
0024528-37.2025.8.26.0224;Guarulhos;SP;Motocicleta;N/A;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;25;VERMELHO
0024370-79.2025.8.26.0224;Guarulhos;SP;Veículo;"HONDA/CG 160; placas: BXD9D88; ano/modelo: 2020/2020";R$ 0,00;0%;01/01/1900;01/01/1900;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO
0023984-49.2025.8.26.0224;Guarulhos;SP;Veículo;Não informado;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
0024274-64.2025.8.26.0224;Guarulhos;SP;Veículo;N/D;R$ 0,00;0%;30/04/2026;30/04/2026;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;15;VERMELHO
0024926-81.2025.8.26.0224;Guarulhos;SP;Veículo;Não se aplica;R$ 0,00;0%;Não informado;Não informado;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;25;VERMELHO
1505027-09.2021.8.26.0565;Guarulhos;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
0000247-87.2026.8.26.0448;Guarulhos;SP;Motocicleta;N/D;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
0000196-76.2026.8.26.0448;Guarulhos;SP;Veículo;Não informado;R$ 0,00;0%;Não informado;Não informado;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;30;VERMELHO
1532578-88.2020.8.26.0050;São Paulo;SP;Apartamento;Rua Joao Amado Coutinho, 544, APTO 23-B, Conjunto Residencial Elisio Teixeira Leite, CEP 02815-000, São Paulo - SP;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1515775-30.2020.8.26.0050;São Paulo;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1543604-44.2023.8.26.0223;Guarujá;SP;Veículo (Motocicleta);N/D;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;5;VERMELHO
1505790-53.2024.8.26.0161;Mauá;SP;Veículo;Rua Santa Eliza, 75, Vila Augusto, CEP 09310-430, Mauá - SP;R$ 0,00;0%;00/00/0000;00/00/0000;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;10;VERMELHO
1002201-88.2023.8.26.0115;Campo Limpo Paulista;SP;N/D;N/D;R$ 0,00;50%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
1500846-27.2023.8.26.0554;Santo André;SP;N/D;N/D;R$ 0,00;0%;;;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0,00%;0;VERMELHO
